season,week,conflict,fsh_match,fsh_overlap,fsh_fan_aligned,fsh_judge_aligned,dual_match,dual_overlap,dual_fan_aligned,dual_judge_aligned,fix_match,fix_overlap,fix_fan_aligned,fix_judge_aligned,rank_match,rank_overlap,rank_fan_aligned,rank_judge_aligned,pct_match,pct_overlap,pct_fan_aligned,pct_judge_aligned
32,8,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
32,9,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
33,2,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
33,3,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
33,4,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
33,5,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
33,6,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
33,7,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
34,2,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
34,3,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
34,4,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
34,6,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
34,7,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
34,8,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
34,9,0,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1,1,1.0,1,1
34,10,1,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0,1,1.0,1,0
