season,week,celebrity_name,judge_total,judge_rank,fan_rank,fan_vote_share,fan_votes_absolute,total_votes_assumed,scheme,eliminated_end_of_week,judge_percent
2,1,Jerry Rice,7.0,5.0,5.0,0.10909090909090909,1090909.0909090908,10000000,rank,0,
2,1,Giselle Fernandez,7.666666666666667,2.5,8.0,0.05454545454545454,545454.5454545454,10000000,rank,0,
2,1,Master P,4.0,10.0,1.0,0.18181818181818182,1818181.8181818181,10000000,rank,0,
2,1,Drew Lachey,8.0,1.0,9.0,0.03636363636363636,363636.36363636365,10000000,rank,0,
2,1,Kenny Mayne,4.333333333333333,9.0,10.0,0.01818181818181818,181818.18181818182,10000000,rank,1,
2,2,Tatum O'Neal,5.666666666666667,8.0,9.0,0.022222222222222223,222222.22222222222,10000000,rank,1,
2,2,Tia Carrere,7.333333333333333,5.5,3.0,0.15555555555555556,1555555.5555555555,10000000,rank,0,
2,2,George Hamilton,7.333333333333333,5.5,4.0,0.13333333333333333,1333333.3333333333,10000000,rank,0,
2,2,Lisa Rinna,6.666666666666667,7.0,2.0,0.17777777777777778,1777777.7777777778,10000000,rank,0,
2,2,Stacy Keibler,9.666666666666666,1.0,8.0,0.044444444444444446,444444.44444444444,10000000,rank,0,
2,2,Jerry Rice,7.666666666666667,4.0,5.0,0.1111111111111111,1111111.111111111,10000000,rank,0,
2,2,Giselle Fernandez,8.0,3.0,6.0,0.08888888888888889,888888.8888888889,10000000,rank,0,
2,2,Master P,5.333333333333333,9.0,1.0,0.2,2000000.0,10000000,rank,0,
2,2,Drew Lachey,9.0,2.0,7.0,0.06666666666666667,666666.6666666666,10000000,rank,0,
2,3,Tia Carrere,8.666666666666666,3.0,5.0,0.1111111111111111,1111111.111111111,10000000,rank,0,
2,3,George Hamilton,7.333333333333333,5.5,3.0,0.16666666666666666,1666666.6666666665,10000000,rank,0,
2,3,Lisa Rinna,8.333333333333334,4.0,4.0,0.1388888888888889,1388888.888888889,10000000,rank,0,
2,3,Stacy Keibler,9.0,1.5,6.0,0.08333333333333333,833333.3333333333,10000000,rank,0,
2,3,Jerry Rice,6.333333333333333,7.0,2.0,0.19444444444444445,1944444.4444444445,10000000,rank,0,
2,3,Giselle Fernandez,7.333333333333333,5.5,8.0,0.027777777777777776,277777.77777777775,10000000,rank,1,
2,3,Master P,4.666666666666667,8.0,1.0,0.2222222222222222,2222222.222222222,10000000,rank,0,
2,3,Drew Lachey,9.0,1.5,7.0,0.05555555555555555,555555.5555555555,10000000,rank,0,
2,4,Tia Carrere,8.333333333333334,4.0,3.0,0.17857142857142858,1785714.2857142857,10000000,rank,0,
2,4,George Hamilton,7.0,6.0,1.0,0.25,2500000.0,10000000,rank,0,
2,4,Lisa Rinna,8.666666666666666,2.5,4.0,0.14285714285714285,1428571.4285714284,10000000,rank,0,
2,4,Stacy Keibler,8.666666666666666,2.5,5.0,0.10714285714285714,1071428.5714285714,10000000,rank,0,
2,4,Jerry Rice,8.0,5.0,2.0,0.21428571428571427,2142857.1428571427,10000000,rank,0,
2,4,Master P,2.6666666666666665,7.0,7.0,0.03571428571428571,357142.8571428571,10000000,rank,1,
2,4,Drew Lachey,9.333333333333334,1.0,6.0,0.07142857142857142,714285.7142857142,10000000,rank,0,
2,5,Tia Carrere,7.333333333333333,6.0,6.0,0.047619047619047616,476190.47619047615,10000000,rank,1,
2,5,George Hamilton,8.0,4.0,2.0,0.23809523809523808,2380952.3809523806,10000000,rank,0,
2,5,Lisa Rinna,8.333333333333334,3.0,3.0,0.19047619047619047,1904761.9047619046,10000000,rank,0,
2,5,Stacy Keibler,10.0,1.0,5.0,0.09523809523809523,952380.9523809523,10000000,rank,0,
2,5,Jerry Rice,7.666666666666667,5.0,1.0,0.2857142857142857,2857142.857142857,10000000,rank,0,
2,5,Drew Lachey,9.0,2.0,4.0,0.14285714285714285,1428571.4285714284,10000000,rank,0,
2,6,George Hamilton,7.666666666666667,4.5,5.0,0.06666666666666667,666666.6666666666,10000000,rank,1,
2,6,Lisa Rinna,9.0,3.0,2.0,0.26666666666666666,2666666.6666666665,10000000,rank,0,
2,6,Stacy Keibler,10.0,1.5,3.0,0.2,2000000.0,10000000,rank,0,
2,6,Jerry Rice,7.666666666666667,4.5,1.0,0.3333333333333333,3333333.333333333,10000000,rank,0,
2,6,Drew Lachey,10.0,1.5,4.0,0.13333333333333333,1333333.3333333333,10000000,rank,0,
2,7,Lisa Rinna,8.833333333333334,3.0,4.0,0.1,1000000.0,10000000,rank,1,
2,7,Stacy Keibler,9.166666666666666,1.5,2.0,0.3,3000000.0,10000000,rank,0,
2,7,Jerry Rice,6.833333333333333,4.0,1.0,0.4,4000000.0,10000000,rank,0,
2,7,Drew Lachey,9.166666666666666,1.5,3.0,0.2,2000000.0,10000000,rank,0,
2,8,Stacy Keibler,9.5555,2.0,2.0,0.3333333333333333,3333333.333333333,10000000,rank,0,
2,8,Jerry Rice,8.888866666666667,3.0,3.0,0.16666666666666666,1666666.6666666665,10000000,rank,0,
2,8,Drew Lachey,9.6666,1.0,1.0,0.5,5000000.0,10000000,rank,0,
3,1,Harry Hamlin,5.666666666666667,,,0.1,1000000.0,10000000,percent,0,0.08018867924528303
3,1,Vivica A. Fox,7.333333333333333,,,0.1,1000000.0,10000000,percent,0,0.10377358490566038
3,1,Monique Coleman,6.333333333333333,,,0.1,1000000.0,10000000,percent,0,0.08962264150943397
3,1,Joey Lawrence,7.0,,,0.1,1000000.0,10000000,percent,0,0.09905660377358493
3,1,Mario Lopez,8.666666666666666,,,0.1,1000000.0,10000000,percent,0,0.12264150943396228
3,1,Emmitt Smith,8.0,,,0.1,1000000.0,10000000,percent,0,0.11320754716981134
3,1,Shanna Moakler,6.0,,,0.1,1000000.0,10000000,percent,0,0.0849056603773585
3,1,Willa Ford,7.333333333333333,,,0.1,1000000.0,10000000,percent,0,0.10377358490566038
3,1,Sara Evans,5.0,,,0.1,1000000.0,10000000,percent,0,0.07075471698113209
3,1,Jerry Springer,5.333333333333333,,,0.1,1000000.0,10000000,percent,0,0.07547169811320756
3,1,Tucker Carlson,4.0,,,0.0,0.0,10000000,percent,1,0.05660377358490567
3,2,Harry Hamlin,7.0,,,0.11256038647342995,1125603.8647342995,10000000,percent,0,0.09130434782608697
3,2,Vivica A. Fox,8.0,,,0.10821256038647344,1082125.6038647343,10000000,percent,0,0.10434782608695653
3,2,Monique Coleman,8.666666666666666,,,0.10821256038647344,1082125.6038647343,10000000,percent,0,0.11304347826086956
3,2,Joey Lawrence,9.666666666666666,,,0.10821256038647344,1082125.6038647343,10000000,percent,0,0.12608695652173915
3,2,Mario Lopez,7.0,,,0.11256038647342995,1125603.8647342995,10000000,percent,0,0.09130434782608697
3,2,Emmitt Smith,8.0,,,0.10821256038647344,1082125.6038647343,10000000,percent,0,0.10434782608695653
3,2,Shanna Moakler,7.333333333333333,,,0.0,0.0,10000000,percent,1,0.09565217391304348
3,2,Willa Ford,7.666666666666667,,,0.10821256038647344,1082125.6038647343,10000000,percent,0,0.10000000000000002
3,2,Sara Evans,7.0,,,0.11256038647342995,1125603.8647342995,10000000,percent,0,0.09130434782608697
3,2,Jerry Springer,6.333333333333333,,,0.121256038647343,1212560.3864734299,10000000,percent,0,0.08260869565217392
3,3,Harry Hamlin,7.333333333333333,,,0.0,0.0,10000000,percent,1,0.10628019323671498
3,3,Vivica A. Fox,9.0,,,0.12258454106280194,1225845.4106280194,10000000,percent,0,0.13043478260869565
3,3,Monique Coleman,9.0,,,0.12258454106280194,1225845.4106280194,10000000,percent,0,0.13043478260869565
3,3,Joey Lawrence,7.333333333333333,,,0.12258454106280194,1225845.4106280194,10000000,percent,0,0.10628019323671498
3,3,Mario Lopez,7.333333333333333,,,0.12258454106280194,1225845.4106280194,10000000,percent,0,0.10628019323671498
3,3,Emmitt Smith,6.333333333333333,,,0.13707729468599034,1370772.9468599034,10000000,percent,0,0.09178743961352656
3,3,Willa Ford,7.333333333333333,,,0.12258454106280194,1225845.4106280194,10000000,percent,0,0.10628019323671498
3,3,Sara Evans,8.333333333333334,,,0.12258454106280194,1225845.4106280194,10000000,percent,0,0.12077294685990339
3,3,Jerry Springer,7.0,,,0.12741545893719808,1274154.5893719809,10000000,percent,0,0.10144927536231885
3,4,Vivica A. Fox,8.0,,,0.0,0.0,10000000,percent,1,0.12121212121212122
3,4,Monique Coleman,8.0,,,0.13852813852813853,1385281.3852813854,10000000,percent,0,0.12121212121212122
3,4,Joey Lawrence,9.0,,,0.13852813852813853,1385281.3852813854,10000000,percent,0,0.13636363636363635
3,4,Mario Lopez,9.666666666666666,,,0.13852813852813853,1385281.3852813854,10000000,percent,0,0.14646464646464646
3,4,Emmitt Smith,8.0,,,0.13852813852813853,1385281.3852813854,10000000,percent,0,0.12121212121212122
3,4,Willa Ford,9.333333333333334,,,0.13852813852813853,1385281.3852813854,10000000,percent,0,0.14141414141414144
3,4,Sara Evans,6.666666666666667,,,0.15873015873015872,1587301.5873015872,10000000,percent,0,0.10101010101010101
3,4,Jerry Springer,7.333333333333333,,,0.14862914862914864,1486291.4862914863,10000000,percent,0,0.1111111111111111
3,5,Monique Coleman,9.0,,,0.16447513812154696,1644751.3812154697,10000000,percent,0,0.14917127071823205
3,5,Joey Lawrence,8.333333333333334,,,0.17552486187845304,1755248.6187845303,10000000,percent,0,0.13812154696132597
3,5,Mario Lopez,9.0,,,0.16447513812154696,1644751.3812154697,10000000,percent,0,0.14917127071823205
3,5,Emmitt Smith,9.0,,,0.16447513812154696,1644751.3812154697,10000000,percent,0,0.14917127071823205
3,5,Willa Ford,9.0,,,0.15000000000000002,1500000.0000000002,10000000,percent,1,0.14917127071823205
3,5,Sara Evans,8.0,,,0.0,0.0,10000000,percent,1,0.13259668508287292
3,5,Jerry Springer,8.0,,,0.1810497237569061,1810497.2375690609,10000000,percent,0,0.13259668508287292
3,6,Monique Coleman,7.666666666666667,,,0.19491525423728814,1949152.5423728814,10000000,percent,0,0.19491525423728814
3,6,Joey Lawrence,8.0,,,0.20338983050847456,2033898.3050847456,10000000,percent,0,0.20338983050847456
3,6,Mario Lopez,9.333333333333334,,,0.23728813559322035,2372881.3559322036,10000000,percent,0,0.23728813559322035
3,6,Emmitt Smith,8.333333333333334,,,0.211864406779661,2118644.0677966103,10000000,percent,0,0.211864406779661
3,6,Jerry Springer,6.0,,,0.15254237288135591,1525423.728813559,10000000,percent,0,0.15254237288135591
3,7,Monique Coleman,9.0,,,0.24275,2427500.0,10000000,percent,0,0.2
3,7,Joey Lawrence,9.5,,,0.24275,2427500.0,10000000,percent,0,0.2111111111111111
3,7,Mario Lopez,9.333333333333334,,,0.24275,2427500.0,10000000,percent,0,0.20740740740740743
3,7,Emmitt Smith,9.5,,,0.24275,2427500.0,10000000,percent,0,0.2111111111111111
3,7,Jerry Springer,7.666666666666667,,,0.029,290000.0,10000000,percent,1,0.17037037037037037
3,8,Monique Coleman,8.833333333333334,,,0.004,40000.0,10000000,percent,1,0.24311926605504589
3,8,Joey Lawrence,9.0,,,0.332,3320000.0,10000000,percent,0,0.2477064220183486
3,8,Mario Lopez,9.5,,,0.332,3320000.0,10000000,percent,0,0.26146788990825687
3,8,Emmitt Smith,9.0,,,0.332,3320000.0,10000000,percent,0,0.2477064220183486
3,9,Joey Lawrence,9.833333333333334,,,0.333,3330000.0,10000000,percent,1,0.33333333333333337
3,9,Mario Lopez,9.833333333333334,,,0.33349999999999996,3334999.9999999995,10000000,percent,0,0.33333333333333337
3,9,Emmitt Smith,9.833333333333334,,,0.33349999999999996,3334999.9999999995,10000000,percent,0,0.33333333333333337
3,10,Mario Lopez,9.888866666666667,,,0.5,5000000.0,10000000,percent,0,0.5
3,10,Emmitt Smith,9.888866666666667,,,0.5,5000000.0,10000000,percent,0,0.5
4,1,John Ratzenberger,5.666666666666667,,,0.08252427184466021,825242.7184466021,10000000,percent,0,0.08252427184466021
4,1,Ian Ziering,7.0,,,0.10194174757281554,1019417.4757281555,10000000,percent,0,0.10194174757281554
4,1,Clyde Drexler,5.333333333333333,,,0.07766990291262137,776699.0291262136,10000000,percent,0,0.07766990291262137
4,1,Laila Ali,7.666666666666667,,,0.11165048543689322,1116504.8543689323,10000000,percent,0,0.11165048543689322
4,1,Apolo Anton Ohno,7.0,,,0.10194174757281554,1019417.4757281555,10000000,percent,0,0.10194174757281554
4,1,Shandi Finnessey,6.333333333333333,,,0.09223300970873788,922330.0970873787,10000000,percent,0,0.09223300970873788
4,1,Paulina Porizkova,6.333333333333333,,,0.09223300970873788,922330.0970873787,10000000,percent,0,0.09223300970873788
4,1,Heather Mills,6.0,,,0.08737864077669905,873786.4077669905,10000000,percent,0,0.08737864077669905
4,1,Billy Ray Cyrus,4.333333333333333,,,0.06310679611650485,631067.9611650485,10000000,percent,0,0.06310679611650485
4,1,Joey Fatone,8.0,,,0.11650485436893206,1165048.5436893206,10000000,percent,0,0.11650485436893206
4,1,Leeza Gibbons,5.0,,,0.07281553398058253,728155.3398058254,10000000,percent,0,0.07281553398058253
4,2,John Ratzenberger,7.0,,,0.09836734693877551,983673.4693877551,10000000,percent,0,0.08571428571428573
4,2,Ian Ziering,7.333333333333333,,,0.09836734693877551,983673.4693877551,10000000,percent,0,0.08979591836734695
4,2,Clyde Drexler,6.0,,,0.11061224489795919,1106122.448979592,10000000,percent,0,0.07346938775510205
4,2,Laila Ali,9.0,,,0.09836734693877551,983673.4693877551,10000000,percent,0,0.11020408163265308
4,2,Apolo Anton Ohno,8.666666666666666,,,0.09836734693877551,983673.4693877551,10000000,percent,0,0.10612244897959185
4,2,Shandi Finnessey,6.666666666666667,,,0.10244897959183674,1024489.7959183675,10000000,percent,0,0.0816326530612245
4,2,Paulina Porizkova,7.0,,,0.0,0.0,10000000,percent,1,0.08571428571428573
4,2,Heather Mills,8.0,,,0.09836734693877551,983673.4693877551,10000000,percent,0,0.0979591836734694
4,2,Billy Ray Cyrus,7.0,,,0.09836734693877551,983673.4693877551,10000000,percent,0,0.08571428571428573
4,2,Joey Fatone,8.0,,,0.09836734693877551,983673.4693877551,10000000,percent,0,0.0979591836734694
4,2,Leeza Gibbons,7.0,,,0.09836734693877551,983673.4693877551,10000000,percent,0,0.08571428571428573
4,3,John Ratzenberger,6.666666666666667,,,0.11264016309887868,1126401.630988787,10000000,percent,0,0.09174311926605504
4,3,Ian Ziering,8.0,,,0.10805300713557593,1080530.0713557594,10000000,percent,0,0.11009174311926605
4,3,Clyde Drexler,5.333333333333333,,,0.1309887869520897,1309887.869520897,10000000,percent,0,0.07339449541284403
4,3,Laila Ali,7.0,,,0.10805300713557593,1080530.0713557594,10000000,percent,0,0.09633027522935779
4,3,Apolo Anton Ohno,7.666666666666667,,,0.10805300713557593,1080530.0713557594,10000000,percent,0,0.1055045871559633
4,3,Shandi Finnessey,7.0,,,0.0,0.0,10000000,percent,1,0.09633027522935779
4,3,Heather Mills,8.0,,,0.10805300713557593,1080530.0713557594,10000000,percent,0,0.11009174311926605
4,3,Billy Ray Cyrus,7.0,,,0.10805300713557593,1080530.0713557594,10000000,percent,0,0.09633027522935779
4,3,Joey Fatone,8.0,,,0.10805300713557593,1080530.0713557594,10000000,percent,0,0.11009174311926605
4,3,Leeza Gibbons,8.0,,,0.10805300713557593,1080530.0713557594,10000000,percent,0,0.11009174311926605
4,4,John Ratzenberger,5.333333333333333,,,0.12434210526315789,1243421.0526315789,10000000,percent,0,0.08421052631578947
4,4,Ian Ziering,8.0,,,0.12434210526315789,1243421.0526315789,10000000,percent,0,0.12631578947368421
4,4,Clyde Drexler,5.0,,,0.12960526315789472,1296052.6315789472,10000000,percent,0,0.07894736842105263
4,4,Laila Ali,7.0,,,0.12434210526315789,1243421.0526315789,10000000,percent,0,0.11052631578947368
4,4,Apolo Anton Ohno,8.666666666666666,,,0.12434210526315789,1243421.0526315789,10000000,percent,0,0.13684210526315788
4,4,Heather Mills,7.666666666666667,,,0.12434210526315789,1243421.0526315789,10000000,percent,0,0.12105263157894737
4,4,Billy Ray Cyrus,7.0,,,0.12434210526315789,1243421.0526315789,10000000,percent,0,0.11052631578947368
4,4,Joey Fatone,9.333333333333334,,,0.12434210526315789,1243421.0526315789,10000000,percent,0,0.1473684210526316
4,4,Leeza Gibbons,5.333333333333333,,,0.0,0.0,10000000,percent,1,0.08421052631578947
4,5,John Ratzenberger,6.0,,,0.1397142857142857,1397142.857142857,10000000,percent,0,0.10227272727272727
4,5,Ian Ziering,8.0,,,0.1397142857142857,1397142.857142857,10000000,percent,0,0.13636363636363635
4,5,Clyde Drexler,4.333333333333333,,,0.022,220000.0,10000000,percent,1,0.07386363636363635
4,5,Laila Ali,9.333333333333334,,,0.1397142857142857,1397142.857142857,10000000,percent,0,0.1590909090909091
4,5,Apolo Anton Ohno,10.0,,,0.1397142857142857,1397142.857142857,10000000,percent,0,0.17045454545454544
4,5,Heather Mills,7.0,,,0.1397142857142857,1397142.857142857,10000000,percent,0,0.11931818181818181
4,5,Billy Ray Cyrus,5.666666666666667,,,0.1397142857142857,1397142.857142857,10000000,percent,0,0.09659090909090909
4,5,Joey Fatone,8.333333333333334,,,0.1397142857142857,1397142.857142857,10000000,percent,0,0.14204545454545453
4,6,John Ratzenberger,6.333333333333333,,,0.1843137254901961,1843137.254901961,10000000,percent,0,0.11176470588235295
4,6,Ian Ziering,8.0,,,0.1607843137254902,1607843.1372549022,10000000,percent,0,0.1411764705882353
4,6,Laila Ali,9.333333333333334,,,0.1607843137254902,1607843.1372549022,10000000,percent,0,0.1647058823529412
4,6,Apolo Anton Ohno,9.333333333333334,,,0.1607843137254902,1607843.1372549022,10000000,percent,0,0.1647058823529412
4,6,Heather Mills,7.666666666666667,,,0.0,0.0,10000000,percent,1,0.13529411764705884
4,6,Billy Ray Cyrus,7.0,,,0.17254901960784316,1725490.1960784316,10000000,percent,0,0.12352941176470589
4,6,Joey Fatone,9.0,,,0.1607843137254902,1607843.1372549022,10000000,percent,0,0.15882352941176472
4,7,John Ratzenberger,7.5,,,0.0,0.0,10000000,percent,1,0.14563106796116504
4,7,Ian Ziering,9.0,,,0.1954692556634304,1954692.556634304,10000000,percent,0,0.17475728155339804
4,7,Laila Ali,9.833333333333334,,,0.1954692556634304,1954692.556634304,10000000,percent,0,0.19093851132686082
4,7,Apolo Anton Ohno,9.0,,,0.1954692556634304,1954692.556634304,10000000,percent,0,0.17475728155339804
4,7,Billy Ray Cyrus,6.333333333333333,,,0.2181229773462783,2181229.773462783,10000000,percent,0,0.12297734627831713
4,7,Joey Fatone,9.833333333333334,,,0.1954692556634304,1954692.556634304,10000000,percent,0,0.19093851132686082
4,8,Ian Ziering,7.833333333333333,,,0.24125,2412500.0,10000000,percent,0,0.18725099601593623
4,8,Laila Ali,8.833333333333334,,,0.24125,2412500.0,10000000,percent,0,0.21115537848605578
4,8,Apolo Anton Ohno,9.666666666666666,,,0.24125,2412500.0,10000000,percent,0,0.23107569721115534
4,8,Billy Ray Cyrus,6.333333333333333,,,0.035,350000.00000000006,10000000,percent,1,0.15139442231075695
4,8,Joey Fatone,9.166666666666666,,,0.24125,2412500.0,10000000,percent,0,0.2191235059760956
4,9,Ian Ziering,9.666666666666666,,,0.11800000000000001,1180000.0,10000000,percent,1,0.24472573839662445
4,9,Laila Ali,10.0,,,0.29259353023909984,2925935.302390998,10000000,percent,0,0.25316455696202533
4,9,Apolo Anton Ohno,9.833333333333334,,,0.29681293952180027,2968129.3952180026,10000000,percent,0,0.2489451476793249
4,9,Joey Fatone,10.0,,,0.29259353023909984,2925935.302390998,10000000,percent,0,0.25316455696202533
4,10,Laila Ali,9.444400000000002,,,0.32818543104656517,3281854.3104656516,10000000,percent,0,0.32818543104656517
4,10,Apolo Anton Ohno,9.777733333333334,,,0.3397685007685367,3397685.007685367,10000000,percent,0,0.3397685007685367
4,10,Joey Fatone,9.5555,,,0.33204606818489824,3320460.6818489823,10000000,percent,0,0.33204606818489824
5,1,Cameron Mathison,7.0,,,0.09081818181818181,908181.8181818181,10000000,percent,0,0.08171206225680935
5,1,Jane Seymour,8.0,,,0.09081818181818181,908181.8181818181,10000000,percent,0,0.09338521400778212
5,1,Sabrina Bryan,8.666666666666666,,,0.09081818181818181,908181.8181818181,10000000,percent,0,0.10116731517509728
5,1,Jennie Garth,7.0,,,0.09081818181818181,908181.8181818181,10000000,percent,0,0.08171206225680935
5,1,Floyd Mayweather Jr. ,6.0,,,0.09081818181818181,908181.8181818181,10000000,percent,0,0.07003891050583658
5,1,Josie Maran,5.333333333333333,,,0.001,10000.0,10000000,percent,1,0.0622568093385214
5,1,Albert Reed,7.0,,,0.09081818181818181,908181.8181818181,10000000,percent,0,0.08171206225680935
5,1,Helio Castroneves,8.333333333333334,,,0.09081818181818181,908181.8181818181,10000000,percent,0,0.0972762645914397
5,1,Mel B,8.0,,,0.09081818181818181,908181.8181818181,10000000,percent,0,0.09338521400778212
5,1,Wayne Newton,6.333333333333333,,,0.09081818181818181,908181.8181818181,10000000,percent,0,0.07392996108949416
5,1,Marie Osmond,7.0,,,0.09081818181818181,908181.8181818181,10000000,percent,0,0.08171206225680935
5,1,Mark Cuban,7.0,,,0.09081818181818181,908181.8181818181,10000000,percent,0,0.08171206225680935
5,2,Cameron Mathison,7.0,,,0.09621848739495799,962184.8739495799,10000000,percent,0,0.08823529411764706
5,2,Jane Seymour,7.0,,,0.09621848739495799,962184.8739495799,10000000,percent,0,0.08823529411764706
5,2,Sabrina Bryan,8.666666666666666,,,0.09621848739495799,962184.8739495799,10000000,percent,0,0.1092436974789916
5,2,Jennie Garth,7.0,,,0.09621848739495799,962184.8739495799,10000000,percent,0,0.08823529411764706
5,2,Floyd Mayweather Jr. ,7.0,,,0.09621848739495799,962184.8739495799,10000000,percent,0,0.08823529411764706
5,2,Albert Reed,7.0,,,0.0,0.0,10000000,percent,1,0.08823529411764706
5,2,Helio Castroneves,9.0,,,0.09621848739495799,962184.8739495799,10000000,percent,0,0.11344537815126052
5,2,Mel B,7.666666666666667,,,0.09621848739495799,962184.8739495799,10000000,percent,0,0.09663865546218488
5,2,Wayne Newton,5.0,,,0.12142857142857144,1214285.7142857143,10000000,percent,0,0.06302521008403361
5,2,Marie Osmond,8.0,,,0.09621848739495799,962184.8739495799,10000000,percent,0,0.10084033613445378
5,2,Mark Cuban,6.0,,,0.10882352941176471,1088235.294117647,10000000,percent,0,0.07563025210084034
5,3,Cameron Mathison,7.666666666666667,,,0.11022222222222222,1102222.2222222222,10000000,percent,0,0.09623430962343096
5,3,Jane Seymour,9.0,,,0.11022222222222222,1102222.2222222222,10000000,percent,0,0.11297071129707112
5,3,Sabrina Bryan,9.0,,,0.11022222222222222,1102222.2222222222,10000000,percent,0,0.11297071129707112
5,3,Jennie Garth,8.666666666666666,,,0.11022222222222222,1102222.2222222222,10000000,percent,0,0.10878661087866108
5,3,Floyd Mayweather Jr. ,7.0,,,0.11022222222222222,1102222.2222222222,10000000,percent,0,0.08786610878661087
5,3,Helio Castroneves,8.0,,,0.11022222222222222,1102222.2222222222,10000000,percent,0,0.100418410041841
5,3,Mel B,9.0,,,0.11022222222222222,1102222.2222222222,10000000,percent,0,0.11297071129707112
5,3,Wayne Newton,6.0,,,0.008,80000.0,10000000,percent,1,0.07531380753138076
5,3,Marie Osmond,8.666666666666666,,,0.11022222222222222,1102222.2222222222,10000000,percent,0,0.10878661087866108
5,3,Mark Cuban,6.666666666666667,,,0.11022222222222222,1102222.2222222222,10000000,percent,0,0.08368200836820083
5,4,Cameron Mathison,9.0,,,0.12446581196581197,1244658.1196581197,10000000,percent,0,0.1153846153846154
5,4,Jane Seymour,8.666666666666666,,,0.12446581196581197,1244658.1196581197,10000000,percent,0,0.11111111111111112
5,4,Sabrina Bryan,10.0,,,0.12446581196581197,1244658.1196581197,10000000,percent,0,0.12820512820512822
5,4,Jennie Garth,9.0,,,0.12446581196581197,1244658.1196581197,10000000,percent,0,0.1153846153846154
5,4,Floyd Mayweather Jr. ,7.666666666666667,,,0.0,0.0,10000000,percent,1,0.09829059829059832
5,4,Helio Castroneves,9.0,,,0.12446581196581197,1244658.1196581197,10000000,percent,0,0.1153846153846154
5,4,Mel B,8.666666666666666,,,0.12446581196581197,1244658.1196581197,10000000,percent,0,0.11111111111111112
5,4,Marie Osmond,8.666666666666666,,,0.12446581196581197,1244658.1196581197,10000000,percent,0,0.11111111111111112
