season,week,celebrity_name,judge_total,judge_share,fan_share,fair_score,rank_score,percent_score,eliminated_fair_rule,eliminated_rank_rule,eliminated_percent_rule,actual_eliminated
2,1,Stacy Keibler,7.333333333333333,0.11282051282051282,0.0909090909090909,0.09748251748251749,10.0,0.20372960372960372,0,0,0,0
2,1,Jerry Rice,7.0,0.1076923076923077,0.109090909090909,0.10867132867132862,10.0,0.21678321678321671,0,0,0,0
2,1,Giselle Fernandez,7.666666666666667,0.11794871794871796,0.0545454545454545,0.07356643356643355,10.5,0.17249417249417245,0,0,0,0
2,1,Master P,4.0,0.06153846153846154,0.1818181818181818,0.14573426573426573,11.0,0.24335664335664334,0,0,0,0
2,1,Drew Lachey,8.0,0.12307692307692308,0.0363636363636363,0.062377622377622344,10.0,0.15944055944055938,0,0,0,0
2,1,Kenny Mayne,4.333333333333333,0.06666666666666667,0.0181818181818181,0.032727272727272674,19.0,0.08484848484848477,1,1,1,1
2,2,Tatum O'Neal,5.666666666666667,0.08500000000000002,0.0222222222222222,0.04105555555555555,17.0,0.10722222222222222,1,1,1,1
2,2,Tia Carrere,7.333333333333333,0.11000000000000001,0.1555555555555555,0.14188888888888884,8.5,0.26555555555555554,0,0,0,0
2,2,George Hamilton,7.333333333333333,0.11000000000000001,0.1333333333333333,0.12633333333333333,9.5,0.24333333333333332,0,0,0,0
2,2,Lisa Rinna,6.666666666666667,0.10000000000000002,0.1777777777777777,0.15444444444444438,9.0,0.27777777777777773,0,0,0,0
2,2,Stacy Keibler,9.666666666666666,0.14500000000000002,0.0444444444444444,0.07461111111111109,9.0,0.18944444444444442,0,0,0,0
2,2,Jerry Rice,7.666666666666667,0.11500000000000002,0.1111111111111111,0.11227777777777778,9.0,0.22611111111111112,0,0,0,0
2,2,Giselle Fernandez,8.0,0.12000000000000002,0.0888888888888888,0.09822222222222216,9.0,0.20888888888888882,0,0,0,0
2,2,Master P,5.333333333333333,0.08,0.2,0.16399999999999998,10.0,0.28,0,0,0,0
2,2,Drew Lachey,9.0,0.135,0.0666666666666666,0.08716666666666661,9.0,0.2016666666666666,0,0,0,0
2,3,Tia Carrere,8.666666666666666,0.14285714285714285,0.1111111111111111,0.12063492063492062,8.0,0.25396825396825395,0,0,0,0
2,3,George Hamilton,7.333333333333333,0.12087912087912087,0.1666666666666666,0.1529304029304029,8.5,0.28754578754578747,0,0,0,0
2,3,Lisa Rinna,8.333333333333334,0.13736263736263737,0.1388888888888889,0.13843101343101344,8.0,0.27625152625152627,0,0,0,0
2,3,Stacy Keibler,9.0,0.14835164835164835,0.0833333333333333,0.10283882783882782,7.5,0.23168498168498164,0,0,0,0
2,3,Jerry Rice,6.333333333333333,0.10439560439560439,0.1944444444444444,0.1674297924297924,9.0,0.2988400488400488,0,0,0,0
2,3,Giselle Fernandez,7.333333333333333,0.12087912087912087,0.0277777777777777,0.055708180708180656,13.5,0.14865689865689857,1,1,1,1
2,3,Master P,4.666666666666667,0.07692307692307693,0.2222222222222222,0.1786324786324786,9.0,0.29914529914529914,0,0,0,0
2,3,Drew Lachey,9.0,0.14835164835164835,0.0555555555555555,0.08339438339438336,8.5,0.20390720390720385,0,0,0,0
2,4,Tia Carrere,8.333333333333334,0.15822784810126583,0.1785714285714285,0.1724683544303797,7.0,0.3367992766726943,0,0,0,0
2,4,George Hamilton,7.0,0.1329113924050633,0.25,0.214873417721519,7.0,0.38291139240506333,0,0,0,0
2,4,Lisa Rinna,8.666666666666666,0.16455696202531644,0.1428571428571428,0.1493670886075949,6.5,0.30741410488245924,0,0,0,0
2,4,Stacy Keibler,8.666666666666666,0.16455696202531644,0.1071428571428571,0.1243670886075949,7.5,0.27169981916817354,0,0,0,0
2,4,Jerry Rice,8.0,0.1518987341772152,0.2142857142857142,0.1955696202531645,7.0,0.3661844484629294,0,0,0,0
2,4,Master P,2.6666666666666665,0.05063291139240506,0.0357142857142857,0.04018987341772151,14.0,0.08634719710669075,1,1,1,1
2,4,Drew Lachey,9.333333333333334,0.17721518987341775,0.0714285714285714,0.10316455696202531,7.0,0.24864376130198915,0,0,0,0
2,5,Tia Carrere,7.333333333333333,0.1456953642384106,0.0476190476190476,0.0770419426048565,12.0,0.19331441185745818,1,1,1,1
2,5,George Hamilton,8.0,0.15894039735099338,0.238095238095238,0.21434878587196463,6.0,0.3970356354462314,0,0,0,0
2,5,Lisa Rinna,8.333333333333334,0.1655629139072848,0.1904761904761904,0.1830022075055187,6.0,0.3560391043834752,0,0,0,0
2,5,Stacy Keibler,10.0,0.19867549668874174,0.0952380952380952,0.12626931567328917,6.0,0.29391359192683697,0,0,0,0
2,5,Jerry Rice,7.666666666666667,0.15231788079470202,0.2857142857142857,0.2456953642384106,6.0,0.4380321665089877,0,0,0,0
2,5,Drew Lachey,9.0,0.17880794701986757,0.1428571428571428,0.15364238410596023,6.0,0.32166508987701037,0,0,0,0
2,6,George Hamilton,7.666666666666667,0.17293233082706766,0.0666666666666666,0.09854636591478691,9.5,0.23959899749373426,1,1,1,1
2,6,Lisa Rinna,9.0,0.20300751879699247,0.2666666666666666,0.24756892230576438,5.0,0.4696741854636591,0,0,0,0
2,6,Stacy Keibler,10.0,0.22556390977443608,0.2,0.20766917293233084,4.5,0.4255639097744361,0,0,0,0
2,6,Jerry Rice,7.666666666666667,0.17293233082706766,0.3333333333333333,0.2852130325814536,5.5,0.506265664160401,0,0,0,0
2,6,Drew Lachey,10.0,0.22556390977443608,0.1333333333333333,0.16100250626566415,5.5,0.3588972431077694,0,0,0,0
2,7,Lisa Rinna,8.833333333333334,0.25980392156862747,0.1,0.14794117647058824,7.0,0.3598039215686275,1,1,1,1
2,7,Stacy Keibler,9.166666666666666,0.2696078431372549,0.3,0.2908823529411765,3.5,0.5696078431372549,0,0,0,0
2,7,Jerry Rice,6.833333333333333,0.20098039215686272,0.4,0.3402941176470588,5.0,0.6009803921568627,0,0,0,0
2,7,Drew Lachey,9.166666666666666,0.2696078431372549,0.2,0.22088235294117647,4.5,0.4696078431372549,0,0,0,0
2,8,Stacy Keibler,9.5555,0.339920718960216,0.3333333333333333,0.3353095490213981,4.0,0.6732540522935493,0,0,0,0
2,8,Jerry Rice,8.888866666666667,0.3162063678588072,0.1666666666666666,0.21152857702430877,6.0,0.4828730345254738,0,0,0,0
2,8,Drew Lachey,9.6666,0.3438729131809768,0.5,0.453161873954293,2.0,0.8438729131809768,0,0,0,0
3,1,Harry Hamlin,5.666666666666667,0.08018867924528303,0.1,0.09405660377358491,13.5,0.18018867924528303,0,0,0,0
3,1,Vivica A. Fox,7.333333333333333,0.10377358490566038,0.1,0.10113207547169811,9.0,0.2037735849056604,0,0,0,0
3,1,Monique Coleman,6.333333333333333,0.08962264150943397,0.1,0.09688679245283019,11.5,0.18962264150943398,0,0,0,0
3,1,Joey Lawrence,7.0,0.09905660377358493,0.1,0.09971698113207547,10.5,0.19905660377358492,0,0,0,0
3,1,Mario Lopez,8.666666666666666,0.12264150943396228,0.1,0.10679245283018868,6.5,0.22264150943396227,0,0,0,0
3,1,Emmitt Smith,8.0,0.11320754716981134,0.1,0.1039622641509434,7.5,0.21320754716981133,0,0,0,0
3,1,Shanna Moakler,6.0,0.0849056603773585,0.1,0.09547169811320755,12.5,0.1849056603773585,0,0,0,0
3,1,Willa Ford,7.333333333333333,0.10377358490566038,0.1,0.10113207547169811,9.0,0.2037735849056604,0,0,0,0
3,1,Sara Evans,5.0,0.07075471698113209,0.1,0.09122641509433962,15.5,0.1707547169811321,0,0,0,0
3,1,Jerry Springer,5.333333333333333,0.07547169811320756,0.1,0.09264150943396227,14.5,0.17547169811320756,0,0,0,0
3,1,Tucker Carlson,4.0,0.05660377358490567,0.0,0.016981132075471705,22.0,0.05660377358490567,1,1,1,1
3,2,Harry Hamlin,7.0,0.09130434782608697,0.1125603864734299,0.10618357487922703,11.0,0.20386473429951688,0,0,0,0
3,2,Vivica A. Fox,8.0,0.10434782608695653,0.1082125603864734,0.10705314009661834,10.5,0.21256038647342992,0,0,0,0
3,2,Monique Coleman,8.666666666666666,0.11304347826086956,0.1082125603864734,0.10966183574879224,9.0,0.22125603864734295,0,0,0,0
3,2,Joey Lawrence,9.666666666666666,0.12608695652173915,0.1082125603864734,0.11357487922705312,8.0,0.23429951690821255,0,0,0,0
3,2,Mario Lopez,7.0,0.09130434782608697,0.1125603864734299,0.10618357487922703,11.0,0.20386473429951688,0,0,0,0
3,2,Emmitt Smith,8.0,0.10434782608695653,0.1082125603864734,0.10705314009661834,10.5,0.21256038647342992,0,0,0,0
3,2,Shanna Moakler,7.333333333333333,0.09565217391304348,0.0,0.02869565217391305,16.0,0.09565217391304348,1,1,1,1
3,2,Willa Ford,7.666666666666667,0.10000000000000002,0.1082125603864734,0.10574879227053138,12.0,0.2082125603864734,0,0,0,0
3,2,Sara Evans,7.0,0.09130434782608697,0.1125603864734299,0.10618357487922703,11.0,0.20386473429951688,0,0,0,0
3,2,Jerry Springer,6.333333333333333,0.08260869565217392,0.121256038647343,0.10966183574879226,11.0,0.2038647342995169,0,0,0,0
3,3,Harry Hamlin,7.333333333333333,0.10628019323671498,0.0,0.0318840579710145,14.5,0.10628019323671498,1,1,1,1
3,3,Vivica A. Fox,9.0,0.13043478260869565,0.1225845410628019,0.12493961352657001,7.0,0.25301932367149754,0,0,0,0
3,3,Monique Coleman,9.0,0.13043478260869565,0.1225845410628019,0.12493961352657001,7.0,0.25301932367149754,0,0,0,0
3,3,Joey Lawrence,7.333333333333333,0.10628019323671498,0.1225845410628019,0.11769323671497582,11.0,0.22886473429951687,0,0,0,0
3,3,Mario Lopez,7.333333333333333,0.10628019323671498,0.1225845410628019,0.11769323671497582,11.0,0.22886473429951687,0,0,0,0
3,3,Emmitt Smith,6.333333333333333,0.09178743961352656,0.1370772946859903,0.12349033816425119,10.0,0.22886473429951687,0,0,0,0
3,3,Willa Ford,7.333333333333333,0.10628019323671498,0.1225845410628019,0.11769323671497582,11.0,0.22886473429951687,0,0,0,0
3,3,Sara Evans,8.333333333333334,0.12077294685990339,0.1225845410628019,0.12204106280193235,8.5,0.24335748792270528,0,0,0,0
3,3,Jerry Springer,7.0,0.10144927536231885,0.127415458937198,0.11962560386473425,10.0,0.22886473429951684,0,0,0,0
3,4,Vivica A. Fox,8.0,0.12121212121212122,0.0,0.03636363636363637,13.0,0.12121212121212122,1,1,1,1
3,4,Monique Coleman,8.0,0.12121212121212122,0.1385281385281385,0.1333333333333333,10.0,0.2597402597402597,0,0,0,0
3,4,Joey Lawrence,9.0,0.13636363636363635,0.1385281385281385,0.13787878787878785,8.0,0.27489177489177485,0,0,0,0
3,4,Mario Lopez,9.666666666666666,0.14646464646464646,0.1385281385281385,0.14090909090909087,6.0,0.28499278499278496,0,0,0,0
3,4,Emmitt Smith,8.0,0.12121212121212122,0.1385281385281385,0.1333333333333333,10.0,0.2597402597402597,0,0,0,0
3,4,Willa Ford,9.333333333333334,0.14141414141414144,0.1385281385281385,0.13939393939393938,7.0,0.27994227994227994,0,0,0,0
3,4,Sara Evans,6.666666666666667,0.10101010101010101,0.1587301587301587,0.14141414141414138,9.0,0.2597402597402597,0,0,0,0
3,4,Jerry Springer,7.333333333333333,0.1111111111111111,0.1486291486291486,0.13737373737373737,9.0,0.2597402597402597,0,0,0,0
3,5,Monique Coleman,9.0,0.14917127071823205,0.1644751381215469,0.15988397790055245,6.5,0.31364640883977896,0,0,0,0
3,5,Joey Lawrence,8.333333333333334,0.13812154696132597,0.175524861878453,0.16430386740331487,7.0,0.313646408839779,0,0,0,0
3,5,Mario Lopez,9.0,0.14917127071823205,0.1644751381215469,0.15988397790055245,6.5,0.31364640883977896,0,0,0,0
3,5,Emmitt Smith,9.0,0.14917127071823205,0.1644751381215469,0.15988397790055245,6.5,0.31364640883977896,0,0,0,0
3,5,Willa Ford,9.0,0.14917127071823205,0.15,0.1497513812154696,8.5,0.299171270718232,1,1,1,1
3,5,Sara Evans,8.0,0.13259668508287292,0.0,0.03977900552486188,13.5,0.13259668508287292,1,1,1,1
3,5,Jerry Springer,8.0,0.13259668508287292,0.1810497237569061,0.16651381215469613,7.5,0.313646408839779,0,0,0,0
3,6,Monique Coleman,7.666666666666667,0.19491525423728814,0.1949152542372881,0.19491525423728812,8.0,0.38983050847457623,0,0,0,0
3,6,Joey Lawrence,8.0,0.20338983050847456,0.2033898305084745,0.20338983050847453,6.0,0.40677966101694907,0,0,0,0
3,6,Mario Lopez,9.333333333333334,0.23728813559322035,0.2372881355932203,0.23728813559322032,2.0,0.47457627118644063,0,0,0,0
3,6,Emmitt Smith,8.333333333333334,0.211864406779661,0.211864406779661,0.211864406779661,4.0,0.423728813559322,0,0,0,0
3,6,Jerry Springer,6.0,0.15254237288135591,0.1525423728813559,0.15254237288135591,10.0,0.30508474576271183,0,0,0,0
3,7,Monique Coleman,9.0,0.2,0.24275,0.229925,6.5,0.44275,0,0,0,0
3,7,Joey Lawrence,9.5,0.2111111111111111,0.24275,0.23325833333333335,4.0,0.4538611111111111,0,0,0,0
3,7,Mario Lopez,9.333333333333334,0.20740740740740743,0.24275,0.23214722222222223,5.5,0.4501574074074074,0,0,0,0
3,7,Emmitt Smith,9.5,0.2111111111111111,0.24275,0.23325833333333335,4.0,0.4538611111111111,0,0,0,0
3,7,Jerry Springer,7.666666666666667,0.17037037037037037,0.029,0.07141111111111112,10.0,0.19937037037037036,1,1,1,1
3,8,Monique Coleman,8.833333333333334,0.24311926605504589,0.004,0.07573577981651378,8.0,0.2471192660550459,1,1,1,1
3,8,Joey Lawrence,9.0,0.2477064220183486,0.332,0.3067119266055046,4.5,0.5797064220183487,0,0,0,0
3,8,Mario Lopez,9.5,0.26146788990825687,0.332,0.3108403669724771,3.0,0.5934678899082568,0,0,0,0
3,8,Emmitt Smith,9.0,0.2477064220183486,0.332,0.3067119266055046,4.5,0.5797064220183487,0,0,0,0
3,9,Joey Lawrence,9.833333333333334,0.33333333333333337,0.333,0.3331,5.0,0.6663333333333334,1,1,1,1
3,9,Mario Lopez,9.833333333333334,0.33333333333333337,0.3334999999999999,0.3334499999999999,3.5,0.6668333333333333,0,0,0,0
3,9,Emmitt Smith,9.833333333333334,0.33333333333333337,0.3334999999999999,0.3334499999999999,3.5,0.6668333333333333,0,0,0,0
3,10,Mario Lopez,9.888866666666669,0.5,0.5,0.5,3.0,1.0,0,0,0,0
3,10,Emmitt Smith,9.888866666666669,0.5,0.5,0.5,3.0,1.0,0,0,0,0
4,1,John Ratzenberger,5.666666666666667,0.08252427184466021,0.0825242718446602,0.0825242718446602,16.0,0.16504854368932043,0,0,0,0
4,1,Ian Ziering,7.0,0.10194174757281554,0.1019417475728155,0.10194174757281552,7.0,0.20388349514563103,0,0,0,0
4,1,Clyde Drexler,5.333333333333333,0.07766990291262137,0.0776699029126213,0.07766990291262131,18.0,0.15533980582524265,0,0,0,0
4,1,Laila Ali,7.666666666666667,0.11165048543689322,0.1116504854368932,0.11165048543689321,4.0,0.22330097087378642,0,0,0,0
4,1,Apolo Anton Ohno,7.0,0.10194174757281554,0.1019417475728155,0.10194174757281552,7.0,0.20388349514563103,0,0,0,0
4,1,Shandi Finnessey,6.333333333333333,0.09223300970873788,0.0922330097087378,0.09223300970873782,11.0,0.18446601941747567,0,0,0,0
4,1,Paulina Porizkova,6.333333333333333,0.09223300970873788,0.0922330097087378,0.09223300970873782,11.0,0.18446601941747567,0,0,0,0
4,1,Heather Mills,6.0,0.08737864077669905,0.087378640776699,0.08737864077669902,14.0,0.17475728155339804,0,0,0,0
4,1,Billy Ray Cyrus,4.333333333333333,0.06310679611650485,0.0631067961165048,0.06310679611650483,22.0,0.12621359223300965,0,0,0,0
4,1,Joey Fatone,8.0,0.11650485436893206,0.116504854368932,0.11650485436893201,2.0,0.23300970873786406,0,0,0,0
4,1,Leeza Gibbons,5.0,0.07281553398058253,0.0728155339805825,0.07281553398058252,20.0,0.14563106796116504,0,0,0,0
4,2,John Ratzenberger,7.0,0.08571428571428573,0.0983673469387755,0.09457142857142856,14.0,0.1840816326530612,0,0,0,0
4,2,Ian Ziering,7.333333333333333,0.08979591836734695,0.0983673469387755,0.09579591836734692,11.5,0.18816326530612243,0,0,0,0
4,2,Clyde Drexler,6.0,0.07346938775510205,0.1106122448979591,0.09946938775510197,12.0,0.18408163265306116,0,0,0,0
4,2,Laila Ali,9.0,0.11020408163265308,0.0983673469387755,0.10191836734693877,7.5,0.20857142857142857,0,0,0,0
4,2,Apolo Anton Ohno,8.666666666666666,0.10612244897959185,0.0983673469387755,0.1006938775510204,8.5,0.20448979591836736,0,0,0,0
4,2,Shandi Finnessey,6.666666666666667,0.0816326530612245,0.1024489795918367,0.09620408163265304,12.0,0.1840816326530612,0,0,0,0
4,2,Paulina Porizkova,7.0,0.08571428571428573,0.0,0.02571428571428572,18.5,0.08571428571428573,1,1,1,1
4,2,Heather Mills,8.0,0.0979591836734694,0.0983673469387755,0.09824489795918366,10.0,0.1963265306122449,0,0,0,0
4,2,Billy Ray Cyrus,7.0,0.08571428571428573,0.0983673469387755,0.09457142857142856,14.0,0.1840816326530612,0,0,0,0
4,2,Joey Fatone,8.0,0.0979591836734694,0.0983673469387755,0.09824489795918366,10.0,0.1963265306122449,0,0,0,0
4,2,Leeza Gibbons,7.0,0.08571428571428573,0.0983673469387755,0.09457142857142856,14.0,0.1840816326530612,0,0,0,0
4,3,John Ratzenberger,6.666666666666667,0.09174311926605504,0.1126401630988786,0.10637104994903153,11.0,0.20438328236493364,0,0,0,0
4,3,Ian Ziering,8.0,0.11009174311926605,0.1080530071355759,0.10866462793068295,8.5,0.21814475025484195,0,0,0,0
4,3,Clyde Drexler,5.333333333333333,0.07339449541284403,0.1309887869520897,0.113710499490316,11.0,0.20438328236493375,0,0,0,0
4,3,Laila Ali,7.0,0.09633027522935779,0.1080530071355759,0.10453618756371047,13.0,0.2043832823649337,0,0,0,0
4,3,Apolo Anton Ohno,7.666666666666667,0.1055045871559633,0.1080530071355759,0.10728848114169212,11.0,0.2135575942915392,0,0,0,0
4,3,Shandi Finnessey,7.0,0.09633027522935779,0.0,0.02889908256880734,17.0,0.09633027522935779,1,1,1,1
4,3,Heather Mills,8.0,0.11009174311926605,0.1080530071355759,0.10866462793068295,8.5,0.21814475025484195,0,0,0,0
4,3,Billy Ray Cyrus,7.0,0.09633027522935779,0.1080530071355759,0.10453618756371047,13.0,0.2043832823649337,0,0,0,0
4,3,Joey Fatone,8.0,0.11009174311926605,0.1080530071355759,0.10866462793068295,8.5,0.21814475025484195,0,0,0,0
4,3,Leeza Gibbons,8.0,0.11009174311926605,0.1080530071355759,0.10866462793068295,8.5,0.21814475025484195,0,0,0,0
4,4,John Ratzenberger,5.333333333333333,0.08421052631578947,0.1243421052631578,0.1123026315789473,12.5,0.20855263157894727,0,0,0,0
4,4,Ian Ziering,8.0,0.12631578947368421,0.1243421052631578,0.12493421052631573,8.0,0.250657894736842,0,0,0,0
4,4,Clyde Drexler,5.0,0.07894736842105263,0.1296052631578947,0.11440789473684207,10.0,0.20855263157894732,0,0,0,0
4,4,Laila Ali,7.0,0.11052631578947368,0.1243421052631578,0.12019736842105257,10.5,0.23486842105263148,0,0,0,0
4,4,Apolo Anton Ohno,8.666666666666666,0.13684210526315788,0.1243421052631578,0.12809210526315784,7.0,0.2611842105263157,0,0,0,0
4,4,Heather Mills,7.666666666666667,0.12105263157894737,0.1243421052631578,0.12335526315789468,9.0,0.24539473684210517,0,0,0,0
4,4,Billy Ray Cyrus,7.0,0.11052631578947368,0.1243421052631578,0.12019736842105257,10.5,0.23486842105263148,0,0,0,0
4,4,Joey Fatone,9.333333333333334,0.1473684210526316,0.1243421052631578,0.13124999999999995,6.0,0.2717105263157894,0,0,0,0
4,4,Leeza Gibbons,5.333333333333333,0.08421052631578947,0.0,0.025263157894736845,16.5,0.08421052631578947,1,1,1,1
4,5,John Ratzenberger,6.0,0.10227272727272727,0.1397142857142857,0.12848181818181817,10.0,0.24198701298701297,0,0,0,0
4,5,Ian Ziering,8.0,0.13636363636363635,0.1397142857142857,0.1387090909090909,8.0,0.27607792207792203,0,0,0,0
4,5,Clyde Drexler,4.333333333333333,0.07386363636363635,0.022,0.03755909090909091,16.0,0.09586363636363635,1,1,1,1
4,5,Laila Ali,9.333333333333334,0.1590909090909091,0.1397142857142857,0.14552727272727273,6.0,0.2988051948051948,0,0,0,0
4,5,Apolo Anton Ohno,10.0,0.17045454545454544,0.1397142857142857,0.14893636363636362,5.0,0.31016883116883115,0,0,0,0
4,5,Heather Mills,7.0,0.11931818181818181,0.1397142857142857,0.13359545454545452,9.0,0.2590324675324675,0,0,0,0
4,5,Billy Ray Cyrus,5.666666666666667,0.09659090909090909,0.1397142857142857,0.1267772727272727,11.0,0.2363051948051948,0,0,0,0
4,5,Joey Fatone,8.333333333333334,0.14204545454545453,0.1397142857142857,0.14041363636363635,7.0,0.28175974025974027,0,0,0,0
4,6,John Ratzenberger,6.333333333333333,0.11176470588235295,0.1843137254901961,0.16254901960784315,8.0,0.296078431372549,0,0,0,0
4,6,Ian Ziering,8.0,0.1411764705882353,0.1607843137254902,0.15490196078431373,8.5,0.3019607843137255,0,0,0,0
4,6,Laila Ali,9.333333333333334,0.1647058823529412,0.1607843137254902,0.16196078431372551,6.0,0.32549019607843144,0,0,0,0
4,6,Apolo Anton Ohno,9.333333333333334,0.1647058823529412,0.1607843137254902,0.16196078431372551,6.0,0.32549019607843144,0,0,0,0
4,6,Heather Mills,7.666666666666667,0.13529411764705884,0.0,0.04058823529411766,12.0,0.13529411764705884,1,1,1,1
4,6,Billy Ray Cyrus,7.0,0.12352941176470589,0.1725490196078431,0.15784313725490196,8.0,0.29607843137254897,0,0,0,0
4,6,Joey Fatone,9.0,0.15882352941176472,0.1607843137254902,0.16019607843137257,7.5,0.31960784313725493,0,0,0,0
4,7,John Ratzenberger,7.5,0.14563106796116504,0.0,0.043689320388349516,11.0,0.14563106796116504,1,1,1,1
4,7,Ian Ziering,9.0,0.17475728155339804,0.1954692556634304,0.18925566343042072,7.0,0.3702265372168284,0,0,0,0
4,7,Laila Ali,9.833333333333334,0.19093851132686082,0.1954692556634304,0.19411003236245955,5.0,0.3864077669902912,0,0,0,0
4,7,Apolo Anton Ohno,9.0,0.17475728155339804,0.1954692556634304,0.18925566343042072,7.0,0.3702265372168284,0,0,0,0
4,7,Billy Ray Cyrus,6.333333333333333,0.12297734627831713,0.2181229773462783,0.18957928802588997,7.0,0.3411003236245954,0,0,0,0
4,7,Joey Fatone,9.833333333333334,0.19093851132686082,0.1954692556634304,0.19411003236245955,5.0,0.3864077669902912,0,0,0,0
4,8,Ian Ziering,7.833333333333333,0.18725099601593623,0.24125,0.2250502988047809,6.5,0.4285009960159362,0,0,0,0
4,8,Laila Ali,8.833333333333334,0.21115537848605578,0.24125,0.23222161354581675,5.5,0.4524053784860558,0,0,0,0
4,8,Apolo Anton Ohno,9.666666666666666,0.23107569721115534,0.24125,0.2381977091633466,3.5,0.47232569721115536,0,0,0,0
4,8,Billy Ray Cyrus,6.333333333333333,0.15139442231075695,0.035,0.06991832669322709,10.0,0.18639442231075695,1,1,1,1
4,8,Joey Fatone,9.166666666666666,0.2191235059760956,0.24125,0.23461205179282868,4.5,0.4603735059760956,0,0,0,0
4,9,Ian Ziering,9.666666666666666,0.24472573839662445,0.118,0.15601772151898735,8.0,0.3627257383966245,1,1,1,1
4,9,Laila Ali,10.0,0.25316455696202533,0.2925935302390998,0.2807648382559774,4.0,0.5457580872011252,0,0,0,0
4,9,Apolo Anton Ohno,9.833333333333334,0.2489451476793249,0.2968129395218002,0.28245260196905764,4.0,0.5457580872011252,0,0,0,0
