season,week,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,judge_total,fan_vote_share,judge_share
3,1,Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,7.333333333333333,0.1,0.10377358490566038
3,1,Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,6.333333333333333,0.1,0.08962264150943397
3,1,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,7.0,0.1,0.09905660377358493
3,1,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,8.666666666666666,0.1,0.12264150943396228
3,1,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,8.0,0.1,0.11320754716981134
3,1,Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,6.0,0.1,0.0849056603773585
3,1,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,7.333333333333333,0.1,0.10377358490566038
3,1,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,5.0,0.1,0.07075471698113209
3,1,Jerry Springer,Kym Johnson,TV Personality,,England,62,5.333333333333333,0.1,0.07547169811320756
3,1,Tucker Carlson,Elena Grinenko,TV Personality,California,United States,37,4.0,0.0,0.05660377358490567
3,2,Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,7.0,0.1125603864734299,0.09130434782608697
3,2,Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,8.0,0.1082125603864734,0.10434782608695653
3,2,Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,8.666666666666666,0.1082125603864734,0.11304347826086956
3,2,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,9.666666666666666,0.1082125603864734,0.12608695652173915
3,2,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,7.0,0.1125603864734299,0.09130434782608697
3,2,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,8.0,0.1082125603864734,0.10434782608695653
3,2,Shanna Moakler,Jesse DeSoto,Model,Rhode Island,United States,31,7.333333333333333,0.0,0.09565217391304348
3,2,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,7.666666666666667,0.1082125603864734,0.10000000000000002
3,2,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,7.0,0.1125603864734299,0.09130434782608697
3,2,Jerry Springer,Kym Johnson,TV Personality,,England,62,6.333333333333333,0.121256038647343,0.08260869565217392
3,3,Harry Hamlin,Ashly DelGrosso,Actor/Actress,California,United States,54,7.333333333333333,0.0,0.10628019323671498
3,3,Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,9.0,0.1225845410628019,0.13043478260869565
3,3,Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,9.0,0.1225845410628019,0.13043478260869565
3,3,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,7.333333333333333,0.1225845410628019,0.10628019323671498
3,3,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,7.333333333333333,0.1225845410628019,0.10628019323671498
3,3,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,6.333333333333333,0.1370772946859903,0.09178743961352656
3,3,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,7.333333333333333,0.1225845410628019,0.10628019323671498
3,3,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,8.333333333333334,0.1225845410628019,0.12077294685990339
3,3,Jerry Springer,Kym Johnson,TV Personality,,England,62,7.0,0.127415458937198,0.10144927536231885
3,4,Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,8.0,0.0,0.12121212121212122
3,4,Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,8.0,0.1385281385281385,0.12121212121212122
3,4,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,9.0,0.1385281385281385,0.13636363636363635
3,4,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,9.666666666666666,0.1385281385281385,0.14646464646464646
3,4,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,8.0,0.1385281385281385,0.12121212121212122
3,4,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,9.333333333333334,0.1385281385281385,0.14141414141414144
3,4,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,6.666666666666667,0.1587301587301587,0.10101010101010101
3,4,Jerry Springer,Kym Johnson,TV Personality,,England,62,7.333333333333333,0.1486291486291486,0.1111111111111111
3,5,Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,9.0,0.1644751381215469,0.14917127071823205
3,5,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,8.333333333333334,0.175524861878453,0.13812154696132597
3,5,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,9.0,0.1644751381215469,0.14917127071823205
3,5,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,9.0,0.1644751381215469,0.14917127071823205
3,5,Willa Ford,Maksim Chmerkoskiy,Singer/Rapper,Florida,United States,25,9.0,0.15,0.14917127071823205
3,5,Sara Evans,Tony Dovolani,Singer/Rapper,Missouri,United States,35,8.0,0.0,0.13259668508287292
3,5,Jerry Springer,Kym Johnson,TV Personality,,England,62,8.0,0.1810497237569061,0.13259668508287292
3,6,Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,7.666666666666667,0.1949152542372881,0.19491525423728814
3,6,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,8.0,0.2033898305084745,0.20338983050847456
3,6,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,9.333333333333334,0.2372881355932203,0.23728813559322035
3,6,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,8.333333333333334,0.211864406779661,0.211864406779661
3,6,Jerry Springer,Kym Johnson,TV Personality,,England,62,6.0,0.1525423728813559,0.15254237288135591
3,7,Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,9.0,0.24275,0.2
3,7,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,9.5,0.24275,0.2111111111111111
3,7,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,9.333333333333334,0.24275,0.20740740740740743
3,7,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,9.5,0.24275,0.2111111111111111
3,7,Jerry Springer,Kym Johnson,TV Personality,,England,62,7.666666666666667,0.029,0.17037037037037037
3,8,Monique Coleman,Louis van Amstel,Actor/Actress,South Carolina,United States,25,8.833333333333334,0.004,0.24311926605504589
3,8,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,9.0,0.332,0.2477064220183486
3,8,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,9.5,0.332,0.26146788990825687
3,8,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,9.0,0.332,0.2477064220183486
3,9,Joey Lawrence,Edyta Sliwinska,Actor/Actress,Pennsylvania,United States,30,9.833333333333334,0.333,0.33333333333333337
3,9,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,9.833333333333334,0.3334999999999999,0.33333333333333337
3,9,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,9.833333333333334,0.3334999999999999,0.33333333333333337
3,10,Mario Lopez,Karina Smirnoff,Actor/Actress,California,United States,32,9.888866666666667,0.5,0.5
3,10,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,37,9.888866666666667,0.5,0.5
4,1,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,5.666666666666667,0.0825242718446602,0.08252427184466021
4,1,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,7.0,0.1019417475728155,0.10194174757281554
4,1,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,5.333333333333333,0.0776699029126213,0.07766990291262137
4,1,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,7.666666666666667,0.1116504854368932,0.11165048543689322
4,1,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,7.0,0.1019417475728155,0.10194174757281554
4,1,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,6.333333333333333,0.0922330097087378,0.09223300970873788
4,1,Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,6.333333333333333,0.0922330097087378,0.09223300970873788
4,1,Heather Mills,Jonathan Roberts,Model,,England,39,6.0,0.087378640776699,0.08737864077669905
4,1,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,4.333333333333333,0.0631067961165048,0.06310679611650485
4,1,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,8.0,0.116504854368932,0.11650485436893206
4,1,Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,5.0,0.0728155339805825,0.07281553398058253
4,2,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,7.0,0.0983673469387755,0.08571428571428573
4,2,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,7.333333333333333,0.0983673469387755,0.08979591836734695
4,2,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,6.0,0.1106122448979591,0.07346938775510205
4,2,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,9.0,0.0983673469387755,0.11020408163265308
4,2,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,8.666666666666666,0.0983673469387755,0.10612244897959185
4,2,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,6.666666666666667,0.1024489795918367,0.0816326530612245
4,2,Paulina Porizkova,Alec Mazo,Model,,Czechoslovakia,41,7.0,0.0,0.08571428571428573
4,2,Heather Mills,Jonathan Roberts,Model,,England,39,8.0,0.0983673469387755,0.0979591836734694
4,2,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,7.0,0.0983673469387755,0.08571428571428573
4,2,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,8.0,0.0983673469387755,0.0979591836734694
4,2,Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,7.0,0.0983673469387755,0.08571428571428573
4,3,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,6.666666666666667,0.1126401630988786,0.09174311926605504
4,3,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,8.0,0.1080530071355759,0.11009174311926605
4,3,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,5.333333333333333,0.1309887869520897,0.07339449541284403
4,3,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,7.0,0.1080530071355759,0.09633027522935779
4,3,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,7.666666666666667,0.1080530071355759,0.1055045871559633
4,3,Shandi Finnessey,Brian Fortuna,Beauty Pagent,Missouri,United States,28,7.0,0.0,0.09633027522935779
4,3,Heather Mills,Jonathan Roberts,Model,,England,39,8.0,0.1080530071355759,0.11009174311926605
4,3,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,7.0,0.1080530071355759,0.09633027522935779
4,3,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,8.0,0.1080530071355759,0.11009174311926605
4,3,Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,8.0,0.1080530071355759,0.11009174311926605
4,4,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,5.333333333333333,0.1243421052631578,0.08421052631578947
4,4,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,8.0,0.1243421052631578,0.12631578947368421
4,4,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,5.0,0.1296052631578947,0.07894736842105263
4,4,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,7.0,0.1243421052631578,0.11052631578947368
4,4,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,8.666666666666666,0.1243421052631578,0.13684210526315788
4,4,Heather Mills,Jonathan Roberts,Model,,England,39,7.666666666666667,0.1243421052631578,0.12105263157894737
4,4,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,7.0,0.1243421052631578,0.11052631578947368
4,4,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,9.333333333333334,0.1243421052631578,0.1473684210526316
4,4,Leeza Gibbons,Tony Dovolani,TV Personality,South Carolina,United States,50,5.333333333333333,0.0,0.08421052631578947
4,5,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,6.0,0.1397142857142857,0.10227272727272727
4,5,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,8.0,0.1397142857142857,0.13636363636363635
4,5,Clyde Drexler,Elena Grinenko,Athlete,Louisiana,United States,44,4.333333333333333,0.022,0.07386363636363635
4,5,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,9.333333333333334,0.1397142857142857,0.1590909090909091
4,5,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,10.0,0.1397142857142857,0.17045454545454544
4,5,Heather Mills,Jonathan Roberts,Model,,England,39,7.0,0.1397142857142857,0.11931818181818181
4,5,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,5.666666666666667,0.1397142857142857,0.09659090909090909
4,5,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,8.333333333333334,0.1397142857142857,0.14204545454545453
4,6,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,6.333333333333333,0.1843137254901961,0.11176470588235295
4,6,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,8.0,0.1607843137254902,0.1411764705882353
4,6,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,9.333333333333334,0.1607843137254902,0.1647058823529412
4,6,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,9.333333333333334,0.1607843137254902,0.1647058823529412
4,6,Heather Mills,Jonathan Roberts,Model,,England,39,7.666666666666667,0.0,0.13529411764705884
4,6,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,7.0,0.1725490196078431,0.12352941176470589
4,6,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,9.0,0.1607843137254902,0.15882352941176472
4,7,John Ratzenberger,Edyta Sliwinska,Actor/Actress,Connecticut,United States,59,7.5,0.0,0.14563106796116504
4,7,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,9.0,0.1954692556634304,0.17475728155339804
4,7,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,9.833333333333334,0.1954692556634304,0.19093851132686082
4,7,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,9.0,0.1954692556634304,0.17475728155339804
4,7,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,6.333333333333333,0.2181229773462783,0.12297734627831713
4,7,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,9.833333333333334,0.1954692556634304,0.19093851132686082
4,8,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,7.833333333333333,0.24125,0.18725099601593623
4,8,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,8.833333333333334,0.24125,0.21115537848605578
4,8,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,9.666666666666666,0.24125,0.23107569721115534
4,8,Billy Ray Cyrus,Karina Smirnoff,Singer/Rapper,Kentucky,United States,45,6.333333333333333,0.035,0.15139442231075695
4,8,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,9.166666666666666,0.24125,0.2191235059760956
4,9,Ian Ziering,Cheryl Burke,Actor/Actress,New Jersey,United States,42,9.666666666666666,0.118,0.24472573839662445
4,9,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,10.0,0.2925935302390998,0.25316455696202533
4,9,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,9.833333333333334,0.2968129395218002,0.2489451476793249
4,9,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,10.0,0.2925935302390998,0.25316455696202533
4,10,Laila Ali,Maksim Chmerkoskiy,Athlete,Florida,United States,29,9.444400000000002,0.3281854310465651,0.32818543104656517
4,10,Apolo Anton Ohno,Julianne Hough,Athlete,Washington,United States,24,9.777733333333334,0.3397685007685367,0.3397685007685367
4,10,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,30,9.5555,0.3320460681848982,0.33204606818489824
5,1,Cameron Mathison,Edyta Sliwinska,Actor/Actress,,Canada,38,7.0,0.0908181818181818,0.08171206225680935
5,1,Jane Seymour,Tony Dovolani,Actor/Actress,,England,56,8.0,0.0908181818181818,0.09338521400778212
5,1,Sabrina Bryan,Mark Ballas,Actor/Actress,California,United States,23,8.666666666666666,0.0908181818181818,0.10116731517509728
5,1,Jennie Garth,Derek Hough,Actor/Actress,Illinois,United States,35,7.0,0.0908181818181818,0.08171206225680935
5,1,Floyd Mayweather Jr. ,Karina Smirnoff,Athlete,Michigan,United States,30,6.0,0.0908181818181818,0.07003891050583658
5,1,Josie Maran,Alec Mazo,Model,California,United States,29,5.333333333333333,0.001,0.0622568093385214
5,1,Albert Reed,Anna Trebunskaya,Model,Florida,United States,22,7.0,0.0908181818181818,0.08171206225680935
